Security Code,Security Name,Category of person,Number of Securities Acquired/Disposed/Pledge etc.,Value  of Securities Acquired/Disposed/Pledge etc,Price,Transaction Type ( Buy/Sale/Pledge/Revoke/Invoke),Exchange on which the Trade was executed,Reported to Exchange
543523,Campus Activewear Ltd,Designated Person,3804,749997,,Acquisition,NSE,28-Jun-23
543523,Campus Activewear Ltd,Designated Person,6340,1250058,,Acquisition,NSE,28-Jun-23
543523,Campus Activewear Ltd,Designated Person,3800,749208,,Disposal,NSE,28-Jun-23
543523,Campus Activewear Ltd,Designated Person,1131,370635,,Disposal,NSE,27-Jun-23
543523,Campus Activewear Ltd,Designated Person,1000,320500,,Disposal,NSE,27-Jun-23
543523,Campus Activewear Ltd,Designated Person,8126,2635506,,Disposal,NSE,23-Jun-23
543523,Campus Activewear Ltd,Designated Person,8500,2776610,,Disposal,NSE,23-Jun-23
543523,Campus Activewear Ltd,Designated Person,1000,328412,,Disposal,NSE,21-Jun-23
543523,Campus Activewear Ltd,Designated Person,9657,3092365,,Disposal,NSE,20-Jun-23
543523,Campus Activewear Ltd,Designated Person,4000,1280000,,Disposal,NSE,20-Jun-23
543523,Campus Activewear Ltd,Designated Person,4500,1453005,,Disposal,NSE,20-Jun-23
543523,Campus Activewear Ltd,Designated Person,5000,1607962,,Disposal,NSE,20-Jun-23
543523,Campus Activewear Ltd,Designated Person,3000,966000,,Disposal,NSE,20-Jun-23
543523,Campus Activewear Ltd,Designated Person,2000,648748,,Disposal,NSE,20-Jun-23
543523,Campus Activewear Ltd,Designated Person,8000,2571440,,Disposal,NSE,17-Jun-23
543523,Campus Activewear Ltd,Designated Person,12000,3823680,,Disposal,NSE,12-Jun-23
536974,Captain Polyplast Ltd,Promoter Group,5000000,23750000,4.75,Acquisition,NA,28-Jul-23
519600,CCL PRODUCTS (INDIA) LTD.,Promoter,13473186,0,0,Disposal,NA,30-May-23
519600,CCL PRODUCTS (INDIA) LTD.,Promoter & Director,13473186,0,0,Acquisition,NA,30-May-23
519600,CCL PRODUCTS (INDIA) LTD.,Director,1350,841271,623.1637037,Acquisition,NSE,27-Jul-23
519600,CCL PRODUCTS (INDIA) LTD.,Directors Immediate Relative,4120,2577459,625.5968447,Acquisition,NSE,27-Jul-23
501150,CENTRUM CAPITAL LTD.,Promoter,3000000,63900000,21.3,Pledge,NA,28-Jul-23
501150,CENTRUM CAPITAL LTD.,Promoter,2800000,59920000,21.4,Pledge,NA,24-Jul-23
501150,CENTRUM CAPITAL LTD.,Promoter,4000000,73800000,18.45,Pledge,NA,26-Jun-23
501150,CENTRUM CAPITAL LTD.,KMP,65408,1386306,,Disposal,NSE,3-Jul-23
501150,CENTRUM CAPITAL LTD.,Director,100000,1803918,,Acquisition,NSE,30-May-23
501150,CENTRUM CAPITAL LTD.,Promoter,100000,1874999,,Acquisition,NSE,23-May-23
517544,CENTUM ELECTRONICS LTD.,Designated Person,100,138000,,Disposal,NSE,1-Jul-23
517544,CENTUM ELECTRONICS LTD.,Designated Person,100,119200,,Disposal,NSE,29-Jun-23
517544,CENTUM ELECTRONICS LTD.,Designated Person,100,118000,,Disposal,NSE,29-Jun-23
517544,CENTUM ELECTRONICS LTD.,Designated Person,136,183600,,Disposal,NSE,29-Jun-23
517544,CENTUM ELECTRONICS LTD.,Designated Person,100,103000,,Disposal,NSE,29-Jun-23
517544,CENTUM ELECTRONICS LTD.,Designated Person,100,136000,,Disposal,NSE,29-Jun-23
517544,CENTUM ELECTRONICS LTD.,Designated Person,50,67500,,Disposal,NSE,28-Jun-23
517544,CENTUM ELECTRONICS LTD.,Designated Person,298,417200,,Disposal,NSE,28-Jun-23
517544,CENTUM ELECTRONICS LTD.,Designated Person,365,487093,,Disposal,NSE,23-Jun-23
517544,CENTUM ELECTRONICS LTD.,Designated Person,500,650009,,Disposal,NSE,21-Jun-23
517544,CENTUM ELECTRONICS LTD.,Designated Person,250,325000,,Disposal,NSE,21-Jun-23
517544,CENTUM ELECTRONICS LTD.,Designated Person,3769,4430648,,Disposal,NSE,19-Jun-23
517544,CENTUM ELECTRONICS LTD.,Designated Person,200,262000,,Disposal,NSE,15-Jun-23
517544,CENTUM ELECTRONICS LTD.,Designated Person,1500,1787533,,Disposal,NSE,9-Jun-23
517544,CENTUM ELECTRONICS LTD.,Designated Person,500,562902,,Disposal,NSE,7-Jun-23
517544,CENTUM ELECTRONICS LTD.,Designated Person,2000,2120567,,Disposal,NSE,2-Jun-23
517544,CENTUM ELECTRONICS LTD.,Designated Person,1000,1110000,,Disposal,NSE,2-Jun-23
517544,CENTUM ELECTRONICS LTD.,Designated Person,1042,1075470,,Disposal,NSE,2-Jun-23
517544,CENTUM ELECTRONICS LTD.,Designated Person,2119,2194667,,Disposal,NSE,1-Jun-23
517544,CENTUM ELECTRONICS LTD.,Designated Person,500,516000,,Disposal,NSE,1-Jun-23
517544,CENTUM ELECTRONICS LTD.,Designated Person,1000,1026601,,Disposal,NSE,1-Jun-23
517544,CENTUM ELECTRONICS LTD.,Designated Person,2344,2390894,,Disposal,NSE,1-Jun-23
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
530307,CHAMAN LAL SETIA EXPORTS LTD.-$,Director,10000,1787600,,Acquisition,NSE,12-Jun-23
500085,CHAMBAL FERTILISERS & CHEMICALS LTD.,Promoter,50000,13315000,266.3,Pledge,NA,19-Jul-23
500085,CHAMBAL FERTILISERS & CHEMICALS LTD.,Promoter,40000,10652000,266.3,Pledge,NA,19-Jul-23
500085,CHAMBAL FERTILISERS & CHEMICALS LTD.,Promoter,40000,10652000,266.3,Pledge,NA,19-Jul-23
500085,CHAMBAL FERTILISERS & CHEMICALS LTD.,Promoter,370000,101010000,273,Revoke,NA,7-Jul-23
500085,CHAMBAL FERTILISERS & CHEMICALS LTD.,Promoter Group,85000,23098750,271.75,Revoke,NA,4-Jul-23
500085,CHAMBAL FERTILISERS & CHEMICALS LTD.,Promoter,98000,26264000,268,Pledge,NA,27-Jun-23
500085,CHAMBAL FERTILISERS & CHEMICALS LTD.,Promoter,132000,35376000,268,Pledge,NA,27-Jun-23
500085,CHAMBAL FERTILISERS & CHEMICALS LTD.,Promoter,120000,32160000,268,Pledge,NA,27-Jun-23
500085,CHAMBAL FERTILISERS & CHEMICALS LTD.,Promoter Group,300000,83700000,279,Revoke,NA,26-Jun-23
500085,CHAMBAL FERTILISERS & CHEMICALS LTD.,Promoter,71200,19925320,279.85,Pledge,NA,16-Jun-23
500085,CHAMBAL FERTILISERS & CHEMICALS LTD.,Promoter,68700,19225695,279.85,Pledge,NA,16-Jun-23
500085,CHAMBAL FERTILISERS & CHEMICALS LTD.,Promoter,60100,16818985,279.85,Pledge,NA,16-Jun-23
500085,CHAMBAL FERTILISERS & CHEMICALS LTD.,Trust,68000,5130750,75.45220588,Disposal,NA,15-Jun-23
500085,CHAMBAL FERTILISERS & CHEMICALS LTD.,Designated Person,15000,1102500,73.5,Acquisition,NA,15-Jun-23
500085,CHAMBAL FERTILISERS & CHEMICALS LTD.,Designated Person,15000,1102500,73.5,Acquisition,NA,15-Jun-23
500085,CHAMBAL FERTILISERS & CHEMICALS LTD.,Designated Person,7000,537950,76.85,Acquisition,NA,15-Jun-23
500085,CHAMBAL FERTILISERS & CHEMICALS LTD.,Designated Person,4000,294000,73.5,Acquisition,NA,15-Jun-23
500085,CHAMBAL FERTILISERS & CHEMICALS LTD.,Promoter,720000,202212000,280.85,Revoke,NA,7-Jun-23
500085,CHAMBAL FERTILISERS & CHEMICALS LTD.,Promoter,360000,101322000,281.45,Revoke,NA,7-Jun-23
500085,CHAMBAL FERTILISERS & CHEMICALS LTD.,Promoter,5000,1407250,281.45,Pledge,NA,7-Jun-23
500085,CHAMBAL FERTILISERS & CHEMICALS LTD.,Promoter,20000,5629000,281.45,Pledge,NA,7-Jun-23
541269,Chemfab Alkalis Ltd,KMP,10500,1027215,,Acquisition,NSE,20-May-23
,,,,,,,,
,,,,,,,,
532756,CIE Automotive India Ltd,KMP,25000,12128545,,Disposal,NSE,9-Jun-23
532756,CIE Automotive India Ltd,Promoter,12122068,5426444952,,Disposal,NSE,25-May-23
532756,CIE Automotive India Ltd,Directors Immediate Relative,100000,47714526,,Disposal,NSE,25-May-23
532756,CIE Automotive India Ltd,Director,100000,47741687,,Disposal,NSE,25-May-23
532756,CIE Automotive India Ltd,Directors Immediate Relative,675,313200,,Acquisition,NSE,24-May-23
532756,CIE Automotive India Ltd,Directors Immediate Relative,2025,894370,,Acquisition,NSE,24-May-23
532756,CIE Automotive India Ltd,KMP,30000,12697892,,Disposal,NSE,9-May-23
532756,CIE Automotive India Ltd,Director,230000,92965679,,Disposal,NSE,1-May-23
532756,CIE Automotive India Ltd,Directors Immediate Relative,230000,92614065,,Disposal,NSE,1-May-23
534758,CIGNITI TECHNOLOGIES LTD.,Director,500,462870,,Disposal,NSE,5-Jun-23
534758,CIGNITI TECHNOLOGIES LTD.,Employee,1000,867925,,Disposal,NSE,11-May-23
534758,CIGNITI TECHNOLOGIES LTD.,Director,500,446943,,Disposal,NSE,11-May-23
543318,Clean Science and Technology Ltd,Designated Person,2088,2869956,1374.5,Acquisition,NA,10-Jul-23
543318,Clean Science and Technology Ltd,Designated Person,967,1329142,1374.500517,Acquisition,NA,10-Jul-23
543318,Clean Science and Technology Ltd,Designated Person,919,1263166,1374.500544,Acquisition,NA,10-Jul-23
543318,Clean Science and Technology Ltd,Promoter Group,1865710,2625462747,,Disposal,NSE,30-May-23
543318,Clean Science and Technology Ltd,Promoter Group,984305,1383932928,,Disposal,NSE,30-May-23
543318,Clean Science and Technology Ltd,Director,225120,316527207,,Disposal,NSE,30-May-23
543318,Clean Science and Technology Ltd,Promoter Group,878960,1236376075,,Disposal,NSE,30-May-23
539436,Coffee Day Enterprises Ltd,Promoter,507254,16587205,32.69999842,Revoke,NA,19-May-23
539436,Coffee Day Enterprises Ltd,Promoter,507254,16587205,32.69999842,Acquisition,NA,19-May-23
539436,Coffee Day Enterprises Ltd,Promoter,507254,16587205,32.69999842,Disposal,NA,19-May-23
532541,Coforge Ltd,Designated Person,924,4328339,4684.349567,Acquisition,NA,4-Jul-23
532541,Coforge Ltd,Designated Person,5600,22687280,4051.3,Acquisition,NA,1-May-23
532541,Coforge Ltd,Designated Person,400,1620520,4051.3,Acquisition,NA,1-May-23
532541,Coforge Ltd,Designated Person,2747,11128921,4051.299964,Acquisition,NA,1-May-23
532541,Coforge Ltd,Employee,1935,8688234,4490.043411,Disposal,NSE,24-Jul-23
532541,Coforge Ltd,Designated Person,2000,9482004,,Disposal,NSE,6-Jul-23
532541,Coforge Ltd,Designated Person,4660,20529490,,Disposal,NSE,1-Jun-23
532541,Coforge Ltd,Employee,5000,21802489,,Disposal,NSE,29-May-23
543232,Computer Age Management Services Ltd,Designated Person,1240,2662937,,Invoke,NSE,3-Jul-23
543232,Computer Age Management Services Ltd,Designated Person,1329,2919413,,Invoke,NSE,3-Jul-23
523844,Constronics Infra Ltd,Promoter,199986,1199916,6,Acquisition,NA,27-Jun-23
523844,Constronics Infra Ltd,Promoter,199986,1199916,6,Disposal,NA,27-Jun-23
540597,Containerway International Ltd,Promoter & Director,2910800,727700,0.25,Invoke,NA,9-Jun-23
540597,Containerway International Ltd,Promoter Group,481000,120250,0.25,Disposal,NA,9-Jun-23
540597,Containerway International Ltd,Promoter Group,1963400,490850,0.25,Disposal,NA,9-Jun-23
540597,Containerway International Ltd,Promoter Group,466400,116600,0.25,Disposal,NA,9-Jun-23
508814,Cosmo First Ltd,Designated Person,4350,1002136,230.376092,Acquisition,NA,20-Jun-23
508814,Cosmo First Ltd,Designated Person,13500,3193392,236.5475556,Acquisition,NA,9-Jun-23
508814,Cosmo First Ltd,KMP,24000,6931200,288.8,Acquisition,NA,9-Jun-23
508814,Cosmo First Ltd,Designated Person,15150,2696441,177.9829043,Acquisition,NA,7-Jun-23
508814,Cosmo First Ltd,Trust,18150,3399251,187.2865565,Disposal,NA,7-Jun-23
508814,Cosmo First Ltd,Director,3000,702810,234.27,Acquisition,NA,7-Jun-23
508814,Cosmo First Ltd,Promoter Group,20800,14602886,,Acquisition,NSE,30-Jun-23
508814,Cosmo First Ltd,Promoter Group,16200,11333681,,Acquisition,NSE,27-Jun-23
508814,Cosmo First Ltd,Promoter Group,63000,43339145,,Acquisition,NSE,26-Jun-23
508814,Cosmo First Ltd,Promoter & Director,45000,29580466,,Acquisition,NSE,22-Jun-23
508814,Cosmo First Ltd,Promoter & Director,55000,34983275,,Acquisition,NSE,20-Jun-23
508814,Cosmo First Ltd,Designated Person,2792,1660227,,Disposal,NSE,20-Jun-23
508814,Cosmo First Ltd,Trust,4350,2063304,,Disposal,NSE,16-Jun-23
508814,Cosmo First Ltd,Trust,37500,13325716,,Disposal,NSE,9-Jun-23
508814,Cosmo First Ltd,Designated Person,8618,5237482,,Disposal,NSE,9-Jun-23
543276,Craftsman Automation Ltd,Promoter Group,800000,3168000000,,Disposal,NSE,22-Jun-23
511413,CREST VENTURES LIMITED,Connected Person,15800,3683106,,Disposal,NSE,1-Jul-23
511413,CREST VENTURES LIMITED,Connected Person,26500,6551814,,Disposal,NSE,23-Jun-23
511413,CREST VENTURES LIMITED,Connected Person,27654,5971564,,Disposal,NSE,21-Jun-23
511413,CREST VENTURES LIMITED,Connected Person,9336,1746945,,Disposal,NSE,19-Jun-23
511413,CREST VENTURES LIMITED,Connected Person,15007,2799899,,Disposal,NSE,12-Jun-23
530067,CSL Finance Ltd,Designated Person,6297,2011262,,Disposal,NSE,4-Jul-23
530067,CSL Finance Ltd,Designated Person,7000,2113300,,Disposal,NSE,23-Jun-23
530067,CSL Finance Ltd,Designated Person,2370,653893,,Disposal,NSE,20-Jun-23
530067,CSL Finance Ltd,Designated Person,2875,799114,,Disposal,NSE,20-Jun-23
530067,CSL Finance Ltd,Designated Person,2300,629487,,Disposal,NSE,20-Jun-23
530067,CSL Finance Ltd,Designated Person,5000,1387344,,Disposal,NSE,20-Jun-23
530067,CSL Finance Ltd,Connected Person,1000,278000,,Disposal,NSE,19-Jun-23
530067,CSL Finance Ltd,Designated Person,5250,1255886,,Disposal,NSE,14-Jun-23
530067,CSL Finance Ltd,Designated Person,13566,3372643,,Disposal,NSE,14-Jun-23
530067,CSL Finance Ltd,Designated Person,8450,2291471,,Disposal,NSE,14-Jun-23
530067,CSL Finance Ltd,Designated Person,2000,539840,,Disposal,NSE,14-Jun-23
530067,CSL Finance Ltd,Designated Person,11000,2661340,,Disposal,NSE,8-Jun-23
530067,CSL Finance Ltd,Designated Person,3000,719836,,Disposal,NSE,8-Jun-23
530067,CSL Finance Ltd,Designated Person,6708,1500795,,Disposal,NSE,8-Jun-23
530067,CSL Finance Ltd,Designated Person,5097,1238469,,Disposal,NSE,8-Jun-23
530067,CSL Finance Ltd,Promoter Group,20000,4248200,,Acquisition,NSE,5-Jun-23
530067,CSL Finance Ltd,Promoter Group,1500,303360,,Acquisition,NSE,5-Jun-23
530067,CSL Finance Ltd,Designated Person,781,160992,,Disposal,NSE,2-Jun-23
530067,CSL Finance Ltd,Designated Person,3000,620320,,Disposal,NSE,2-Jun-23
530067,CSL Finance Ltd,Designated Person,11474,2453519,,Disposal,NSE,2-Jun-23
530067,CSL Finance Ltd,Designated Person,2620,555051,,Disposal,NSE,31-May-23
530067,CSL Finance Ltd,Promoter Group,500,104950,,Acquisition,NSE,31-May-23
530067,CSL Finance Ltd,Promoter Group,500,104095,,Acquisition,NSE,31-May-23
530067,CSL Finance Ltd,Promoter Group,2000,409960,,Acquisition,NSE,31-May-23
530067,CSL Finance Ltd,Designated Person,2666,557296,,Disposal,NSE,31-May-23
530067,CSL Finance Ltd,Designated Person,1057,220305,,Disposal,NSE,31-May-23
530067,CSL Finance Ltd,Promoter Group,2387,494730,,Acquisition,NSE,26-May-23
530067,CSL Finance Ltd,Designated Person,6207,1331650,,Disposal,NSE,25-May-23
530067,CSL Finance Ltd,Designated Person,437,93955,,Disposal,NSE,25-May-23
532173,CYBERTECH SYSTEMS AND SOFTWARE LTD.,Director,15154,2362375,,Disposal,NSE,25-Jun-23
532173,CYBERTECH SYSTEMS AND SOFTWARE LTD.,Designated Person,1000,138689,,Disposal,NSE,6-Jun-23
532175,Cyient Limited,Designated Person,11000,15015000,,Disposal,NSE,26-May-23
532175,Cyient Limited,KMP,5500,6847500,,Disposal,NSE,16-May-23
532175,Cyient Limited,KMP,15000,18490000,,Disposal,NSE,15-May-23
533151,D B Corp Ltd,Promoter & Director,731000,0,0,Disposal,NA,19-Jun-23
533151,D B Corp Ltd,Promoter & Director,883000,0,0,Disposal,NA,19-Jun-23
533151,D B Corp Ltd,Promoter,1614000,0,0,Acquisition,NA,19-Jun-23
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
542216,Dalmia Bharat Ltd,Immediate Relative,100000,203000000,2030,Pledge,NA,19-Jul-23
502137,DECCAN CEMENTS LTD.-$,Promoter,1407921,682137725,484.5000004,Acquisition,NA,28-Jul-23
502137,DECCAN CEMENTS LTD.-$,Promoter,1407921,682137725,484.5000004,Disposal,NA,28-Jul-23
543593,Dhampur Bio Organics Ltd,Promoter,4,622,,Disposal,NSE,26-May-23
500119,DHAMPUR SUGAR MILLS LTD.,Promoter,5625625,0,0,Disposal,NA,25-May-23
500119,DHAMPUR SUGAR MILLS LTD.,Promoter,2974741,0,0,Acquisition,NA,25-May-23
500119,DHAMPUR SUGAR MILLS LTD.,Promoter,349116,0,0,Disposal,NA,25-May-23
500119,DHAMPUR SUGAR MILLS LTD.,Promoter,3000000,0,0,Acquisition,NA,25-May-23
500119,DHAMPUR SUGAR MILLS LTD.,Promoter,4,994,,Acquisition,NSE,26-May-23
500119,DHAMPUR SUGAR MILLS LTD.,Promoter,4,993,,Disposal,NSE,26-May-23
532960,Dhani Services Ltd,Employee,48000,1646084,,Disposal,NSE,12-Jun-23
541302,Dhruv Consultancy Services Ltd,Promoter Group,9341,475184,,Disposal,NSE,26-Jun-23
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
532488,DIVI'S LABORATORIES LTD.,Designated Person,1900,6225350,3276.5,Revoke,NA,7-Jul-23
532488,DIVI'S LABORATORIES LTD.,Designated Person,2000,7200000,3600,Pledge,NA,6-Jul-23
532488,DIVI'S LABORATORIES LTD.,Designated Person,2000,7200000,3600,Pledge,NA,6-Jul-23
532488,DIVI'S LABORATORIES LTD.,Designated Person,10000,35830000,3583,Pledge,NA,30-Jun-23
532488,DIVI'S LABORATORIES LTD.,Immediate Relative,9550,33749700,3534,Acquisition,NA,27-Jun-23
532488,DIVI'S LABORATORIES LTD.,Designated Person,9550,33749700,3534,Disposal,NA,27-Jun-23
532488,DIVI'S LABORATORIES LTD.,Immediate Relative,15000,53129250,3541.95,Acquisition,NA,24-Jun-23
532488,DIVI'S LABORATORIES LTD.,Designated Person,15000,53129250,3541.95,Disposal,NA,24-Jun-23
532488,DIVI'S LABORATORIES LTD.,Designated Person,2800,9982000,3565,Revoke,NA,21-Jun-23
532488,DIVI'S LABORATORIES LTD.,Designated Person,18200,65221520,3583.6,Disposal,NA,21-Jun-23
532488,DIVI'S LABORATORIES LTD.,Immediate Relative,18200,65221520,3583.6,Acquisition,NA,21-Jun-23
532488,DIVI'S LABORATORIES LTD.,Designated Person,11500,41655246,,Disposal,NSE,5-Jul-23
532488,DIVI'S LABORATORIES LTD.,Immediate Relative,100,364250,,Disposal,NSE,5-Jul-23
532488,DIVI'S LABORATORIES LTD.,Designated Person,300,1085400,,Disposal,NSE,30-Jun-23
532488,DIVI'S LABORATORIES LTD.,Immediate Relative,250,905700,,Disposal,NSE,30-Jun-23
532488,DIVI'S LABORATORIES LTD.,Immediate Relative,300,1081100,,Disposal,NSE,30-Jun-23
532488,DIVI'S LABORATORIES LTD.,Immediate Relative,400,1438045,,Disposal,NSE,19-Jun-23
532488,DIVI'S LABORATORIES LTD.,Immediate Relative,30,106620,,Disposal,NSE,12-Jun-23
532488,DIVI'S LABORATORIES LTD.,Immediate Relative,995,3366085,,Disposal,NSE,27-May-23
543306,Dodla Dairy Ltd,KMP,70000,50732131,724.7447286,Disposal,NSE,27-Jul-23
541403,Dollar Industries Ltd,Promoter Group,10000,3347000,,Acquisition,NSE,27-May-23
539524,Dr. Lal PathLabs Ltd,Director,6000,1867800,311.3,Acquisition,NA,15-Jul-23
539524,Dr. Lal PathLabs Ltd,Other,600,6000,10,Disposal,NA,30-Jun-23
539524,Dr. Lal PathLabs Ltd,KMP,1200,12000,10,Acquisition,NA,19-Jun-23
539524,Dr. Lal PathLabs Ltd,Other,1775,17750,10,Disposal,NA,19-Jun-23
539524,Dr. Lal PathLabs Ltd,Other,6002,60020,10,Disposal,NA,7-Jun-23
539524,Dr. Lal PathLabs Ltd,KMP,5350,53500,10,Acquisition,NA,7-Jun-23
539524,Dr. Lal PathLabs Ltd,Other,5500,55000,10,Disposal,NA,30-May-23
539524,Dr. Lal PathLabs Ltd,KMP,4500,45000,10,Acquisition,NA,30-May-23
539524,Dr. Lal PathLabs Ltd,Director,25000,7782500,311.3,Acquisition,NA,22-May-23
539524,Dr. Lal PathLabs Ltd,Designated Person,1625,16250,10,Acquisition,NA,16-May-23
539524,Dr. Lal PathLabs Ltd,Other,2512,25120,10,Disposal,NA,16-May-23
539524,Dr. Lal PathLabs Ltd,Director,4000,9100035,,Disposal,NSE,30-Jun-23
539524,Dr. Lal PathLabs Ltd,Director,16613,36864730,,Disposal,NSE,27-Jun-23
539524,Dr. Lal PathLabs Ltd,Director,33169,70012927,,Disposal,NSE,19-Jun-23
539524,Dr. Lal PathLabs Ltd,KMP,3064,6128000,,Disposal,NSE,14-Jun-23
539524,Dr. Lal PathLabs Ltd,KMP,1250,2538040,,Disposal,NSE,9-Jun-23
539524,Dr. Lal PathLabs Ltd,Director,20112,40776958,,Disposal,NSE,7-Jun-23
539524,Dr. Lal PathLabs Ltd,Director,4000,8202412,,Disposal,NSE,1-Jun-23
539524,Dr. Lal PathLabs Ltd,Director,12500,25522600,,Disposal,NSE,30-May-23
539524,Dr. Lal PathLabs Ltd,KMP,2000,4000000,,Disposal,NSE,24-May-23
539524,Dr. Lal PathLabs Ltd,Director,20130,39928950,,Disposal,NSE,22-May-23
539524,Dr. Lal PathLabs Ltd,Designated Person,2000,4095553,,Disposal,NSE,17-May-23
539524,Dr. Lal PathLabs Ltd,Director,21233,43344703,,Disposal,NSE,17-May-23
539524,Dr. Lal PathLabs Ltd,Director,15000,30299564,,Disposal,NSE,17-May-23
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
532922,Edelweiss Financial Services Ltd.,Promoter & Director,1450000,99581505,,Acquisition,NSE,5-Jun-23
532922,Edelweiss Financial Services Ltd.,Designated Person,25000,1750000,,Disposal,NSE,1-Jun-23
532922,Edelweiss Financial Services Ltd.,Designated Person,160000,10787026,,Disposal,NSE,1-Jun-23
505700,ELECON ENGINEERING CO.LTD.,Connected Person,60000,35182482,,Acquisition,NSE,30-Jun-23
505700,ELECON ENGINEERING CO.LTD.,Connected Person,51725,29804545,,Acquisition,NSE,30-Jun-23
543384,FSN E-Commerce Ventures Ltd,Designated Person,18600,1166232,62.70064516,Acquisition,NA,23-Jun-23
543384,FSN E-Commerce Ventures Ltd,Designated Person,42600,2768054,64.97779343,Acquisition,NA,23-Jun-23
543384,FSN E-Commerce Ventures Ltd,Designated Person,30000,1899126,63.3042,Acquisition,NA,23-Jun-23
543384,FSN E-Commerce Ventures Ltd,Designated Person,9000,1016637,112.9596667,Acquisition,NA,23-Jun-23
543384,FSN E-Commerce Ventures Ltd,Designated Person,15000,1684485,112.299,Acquisition,NA,23-Jun-23
543384,FSN E-Commerce Ventures Ltd,Designated Person,20000,1423687,71.18435,Acquisition,NA,23-Jun-23
543384,FSN E-Commerce Ventures Ltd,Designated Person,8000,1177200,,Disposal,NSE,30-Jun-23
543384,FSN E-Commerce Ventures Ltd,Designated Person,68800,10155856,,Disposal,NSE,30-Jun-23
543384,FSN E-Commerce Ventures Ltd,Designated Person,7000,1040270,,Disposal,NSE,30-Jun-23
543384,FSN E-Commerce Ventures Ltd,Designated Person,48940,7096300,,Disposal,NSE,30-Jun-23
543384,FSN E-Commerce Ventures Ltd,Designated Person,10500,1547500,,Disposal,NSE,30-Jun-23
543384,FSN E-Commerce Ventures Ltd,Designated Person,4000,594000,,Disposal,NSE,30-Jun-23
543384,FSN E-Commerce Ventures Ltd,Designated Person,10000,1475000,,Disposal,NSE,30-Jun-23
543384,FSN E-Commerce Ventures Ltd,Designated Person,7000,1038100,,Disposal,NSE,28-Jun-23
543384,FSN E-Commerce Ventures Ltd,Designated Person,10000,1495000,,Disposal,NSE,28-Jun-23
543384,FSN E-Commerce Ventures Ltd,Designated Person,1000,149535,,Disposal,NSE,28-Jun-23
543384,FSN E-Commerce Ventures Ltd,Designated Person,1900,281560,,Disposal,NSE,28-Jun-23
543384,FSN E-Commerce Ventures Ltd,Designated Person,500000,74293375,,Disposal,NSE,28-Jun-23
543384,FSN E-Commerce Ventures Ltd,Designated Person,3000,457860,,Disposal,NSE,23-Jun-23
543384,FSN E-Commerce Ventures Ltd,Designated Person,10000,1520000,,Disposal,NSE,23-Jun-23
543384,FSN E-Commerce Ventures Ltd,Designated Person,2000,297750,,Disposal,NSE,23-Jun-23
543384,FSN E-Commerce Ventures Ltd,Designated Person,4000,599360,,Disposal,NSE,21-Jun-23
543384,FSN E-Commerce Ventures Ltd,Designated Person,10000,1500000,,Disposal,NSE,21-Jun-23
