Security Code,Security Name,Name of Person,Category of person,Type of Securities held Prior to acquisition/Disposed),Number of Securities held Prior to acquisition/Disposed,%   of  Securities held Prior to acquisition/Disposed,Type of Securities Acquired/Disposed/Pledge etc.,Number of Securities Acquired/Disposed/Pledge etc.,Value  of Securities Acquired/Disposed/Pledge etc,Transaction Type ( Buy/Sale/Pledge/Revoke/Invoke),Type of Securities held Post  acquisition/Disposed/Pledge  etc,Number of Securities held Post  acquisition/Disposed/Pledge etc,Post-Transaction % of Shareholding,Date of acquisition of shares/sale of shares/Date of Allotment(From date),Date of acquisition of shares/sale of shares/Date of Allotment( To date  ),Date of Intimation to Company,Mode of Acquisition,Trading in Derivative - Type of Contract,Derivative Contract  Specification,Derivatives - Buy Value (Notional),Derivatives - Buy-Number of Units(Contracts*lot size),Derivatives - Sales Value (Notional),Derivatives - Sales-Number of Units(Contracts * lot size),Exchange on which the Trade was executed,Reported to Exchange
532740,LOKESH MACHINES LTD.,MULLAPUDI SRINIVAS,Promoter & Director,Equity Shares,2048415,11.45,Equity Shares,325000,62699000.00,Revoke,Equity,2048415,11.45,19 Jul 2023,19 Jul 2023,21 Jul 2023,Pledge Released,,,,,,,NA,21 Jul 2023
543539,Modis Navnirman Ltd,Dinesh Modi,Promoter & Director,Equity Shares,5610768,33.16,Equity Shares,35200,6043562.00,Acquisition,Equity,5645968,33.36,17 Jul 2023,17 Jul 2023,18 Jul 2023,Market Purchase,,,,,,,BSE,21 Jul 2023
500520,MAHINDRA & MAHINDRA LTD.,Mahindra & Mahindra Employees’ Stock Option Trust,Other,Equity Shares,45126294,3.63,Equity Shares,8119,39360.00,Disposal,Equity,45118175,3.63,21 Jul 2023,21 Jul 2023,21 Jul 2023,ESOP,,,,,,,NA,21 Jul 2023
506690,UNICHEM LABORATORIES LTD.,ANAND MAHAJAN,Director,Equity Shares,7029,0.00,Equity Shares,1000,377790.00,Disposal,Equity,6029,0.00,19 Jul 2023,19 Jul 2023,20 Jul 2023,Market Sale,,,,,,,NSE,21 Jul 2023
532348,SUBEX LTD.,Subex Employee Welfare and ESOP Benefit Trust,Trust,Equity Shares,9490800,1.69,Equity Shares,80000,480000.00,Disposal,Equity,9410800,1.67,20 Jul 2023,20 Jul 2023,21 Jul 2023,ESOP,,,,,,,NA,21 Jul 2023
543539,Modis Navnirman Ltd,Dinesh Modi,Promoter & Director,Equity Shares,5645968,33.36,Equity Shares,31200,5491200.00,Acquisition,Equity,5677168,33.55,18 Jul 2023,18 Jul 2023,18 Jul 2023,Market Purchase,,,,,,,BSE,21 Jul 2023
507685,WIPRO LTD.,Thierry Delaporte,KMP,Any other instrument,500000,0.01,Any other instrument,100000,40281640.00,Acquisition,-,600000,0.01,20 Jul 2023,20 Jul 2023,20 Jul 2023,ESOP,,,,,,,NA,21 Jul 2023
506690,UNICHEM LABORATORIES LTD.,ANAND MAHAJAN,Director,Equity Shares,6029,0.00,Equity Shares,1000,377060.00,Disposal,Equity,5029,0.00,20 Jul 2023,20 Jul 2023,21 Jul 2023,Market Sale,,,,,,,NSE,21 Jul 2023
507685,WIPRO LTD.,Thierry Delaporte,KMP,Any other instrument,600000,0.01,Any other instrument,53400,22255155.00,Disposal,-,546600,0.01,20 Jul 2023,20 Jul 2023,20 Jul 2023,ESOP,,,,,,,NA,21 Jul 2023
543539,Modis Navnirman Ltd,Dinesh Modi,Promoter & Director,Equity Shares,5677168,33.55,Equity Shares,32800,5674728.00,Acquisition,Equity,5709968,33.74,19 Jul 2023,19 Jul 2023,19 Jul 2023,Market Purchase,,,,,,,BSE,21 Jul 2023
506690,UNICHEM LABORATORIES LTD.,VERA MAHAJAN,Directors Immediate Relative,Equity Shares,8836,0.00,Equity Shares,2000,753780.00,Disposal,Equity,6836,0.00,20 Jul 2023,20 Jul 2023,21 Jul 2023,Market Sale,,,,,,,NSE,21 Jul 2023
543539,Modis Navnirman Ltd,Rashmi Modi,Promoter & Director,Equity Shares,3324940,19.65,Equity Shares,40800,7023200.00,Acquisition,Equity,3365740,19.89,20 Jul 2023,20 Jul 2023,20 Jul 2023,Market Purchase,,,,,,,BSE,21 Jul 2023
506690,UNICHEM LABORATORIES LTD.,VERA MAHAJAN,Directors Immediate Relative,Equity Shares,10836,0.01,Equity Shares,2000,756160.00,Disposal,Equity,8836,0.00,19 Jul 2023,19 Jul 2023,20 Jul 2023,Market Sale,,,,,,,NSE,21 Jul 2023
531279,TRISHAKTI ELECTRONICS & INDUSTRIES LTD.,SHALINI JHANWAR,Promoter,Equity Shares,117848,3.96,Equity Shares,1111,0.00,Acquisition,Equity,118959,4.00,21 Jul 2023,21 Jul 2023,21 Jul 2023,Market Purchase,,,,,,,BSE,21 Jul 2023
500031,BAJAJ ELECTRICALS LTD.-$,SUBHASH SHUKLA,Designated Person,Equity Shares,6200,0.01,Equity Shares,6200,6665000.00,Revoke,Equity,6200,0.01,27 Sep 2022,27 Sep 2022,21 Jul 2023,Revocation Of Pledge,,,,,,,NA,21 Jul 2023
539659,Vidli Restaurants Ltd,Dr. Vikram V. Kamat,Director,Any other instrument,0,0.00,Any other instrument,1000000,50000000.00,Acquisition,-,1000000,7.56,20 Jul 2023,20 Jul 2023,21 Jul 2023,Allotment,,,,,,,NA,21 Jul 2023
514060,Evergreen Textiles Limited,Nawal Finance Private Limited,Promoter Group,Equity Shares,80915,1.69,Equity Shares,80915,117300.00,Disposal,Equity,0,0.00,20 Jul 2023,20 Jul 2023,20 Jul 2023,Off Market,,,,,,,BSE,20 Jul 2023
500247,KOTAK MAHINDRA BANK LTD.,Shoba Srivastava Revised ,Directors Immediate Relative,Equity Shares,25000,0.00,Equity Shares,25000,47500000.00,Disposal,Equity,0,0.00,19 Jun 2023,19 Jun 2023,20 Jul 2023,Gift,,,,,,,NA,20 Jul 2023
532944,OnMobile Global Ltd.,Himanshu Asrani,Connected Person,Equity Shares,20431,0.02,Equity Shares,46146,1854146.00,Acquisition,Equity,66577,0.06,19 Jul 2023,19 Jul 2023,20 Jul 2023,ESOP,,,,,,,NA,20 Jul 2023
531162,EMAMI LTD.-$,SURAJ FINVEST PRIVATE LIMITED,Promoter Group,Equity Shares,105720226,24.22,Equity Shares,1275000,527212500.00,Invoke,Equity,105720226,24.22,19 Jul 2023,19 Jul 2023,19 Jul 2023,Creation Of Pledge,,,,,,,NA,20 Jul 2023
531162,EMAMI LTD.-$,DIWAKAR FINVEST PRIVATE LIMITED,Promoter Group,Equity Shares,98667956,22.60,Equity Shares,250000,104600000.00,Revoke,Equity,98667956,22.60,17 Jul 2023,17 Jul 2023,19 Jul 2023,Pledge Released,,,,,,,NA,20 Jul 2023
500247,KOTAK MAHINDRA BANK LTD.,Shoba Srivastava,Directors Immediate Relative,Equity Shares,25000,0.00,Equity Shares,25000,47500000.00,Disposal,Equity,0,0.00,19 Jun 2023,19 Jun 2023,20 Jun 2023,Gift,,,,,,,NA,20 Jul 2023
532777,INFO EDGE (INDIA) LTD.,Info Edge Employees Stock Option Plan Trust,Trust,Equity Shares,159851,0.12,Equity Shares,32,320.00,Disposal,Equity,159819,0.12,18 Jul 2023,18 Jul 2023,18 Jul 2023,ESOP,,,,,,,NA,20 Jul 2023
531279,TRISHAKTI ELECTRONICS & INDUSTRIES LTD.,SHALINI JHANWAR,Promoter,Equity Shares,115782,3.90,Equity Shares,2066,73277.64,Acquisition,Equity,117848,3.96,18 Jul 2023,19 Jul 2023,20 Jul 2023,Market Purchase,,,,,,,BSE,20 Jul 2023
514060,Evergreen Textiles Limited,Premier Consultant & Traders Limited,Promoter Group,Equity Shares,85000,1.77,Equity Shares,85000,123250.00,Disposal,Equity,0,0.00,20 Jul 2023,20 Jul 2023,20 Jul 2023,Off Market,,,,,,,BSE,20 Jul 2023
540204,Eiko Lifesciences Ltd,SAIMA JAID KOJAR Revised ,Designated Person,Any other instrument,66666,1.20,Any other instrument,66666,426502.00,Disposal,-,0,0.00,19 Jul 2023,19 Jul 2023,19 Jul 2023,Market Sale,,,,,,,BSE,20 Jul 2023
531162,EMAMI LTD.-$,DIWAKAR FINVEST PRIVATE LIMITED,Promoter Group,Equity Shares,98667956,22.60,Equity Shares,600000,247710000.00,Revoke,Equity,98667956,22.60,18 Jul 2023,18 Jul 2023,19 Jul 2023,Pledge Released,,,,,,,NA,20 Jul 2023
540204,Eiko Lifesciences Ltd,Bhavesh Dhirajlal Tanna,Promoter & Director,Any other instrument,148000,2.67,Any other instrument,20000,140000.00,Acquisition,-,168000,3.03,20 Jul 2023,20 Jul 2023,20 Jul 2023,Market Purchase,,,,,,,BSE,20 Jul 2023
531162,EMAMI LTD.-$,SURAJ FINVEST PRIVATE LIMITED,Promoter Group,Equity Shares,105720226,24.22,Equity Shares,1000,413500.00,Revoke,Equity,105720226,24.22,19 Jul 2023,19 Jul 2023,19 Jul 2023,Pledge Released,,,,,,,NA,20 Jul 2023
540204,Eiko Lifesciences Ltd,SAIMA JAID KOJAR,Designated Person,Any other instrument,66666,1.20,Any other instrument,66666,426502.00,Disposal,-,0,0.00,07 Jul 2023,07 Jul 2023,19 Jul 2023,Market Sale,,,,,,,BSE,20 Jul 2023
531162,EMAMI LTD.-$,SURAJ FINVEST PRIVATE LIMITED,Promoter Group,Equity Shares,105720226,24.22,Equity Shares,425000,175461250.00,Revoke,Equity,105720226,24.22,18 Jul 2023,18 Jul 2023,19 Jul 2023,Pledge Released,,,,,,,NA,20 Jul 2023
540204,Eiko Lifesciences Ltd,Siddhant Laxmikant Kabra,Promoters Immediate Relative,Any other instrument,0,0.00,Any other instrument,50000,350000.00,Acquisition,-,50000,0.90,20 Jul 2023,20 Jul 2023,20 Jul 2023,Market Purchase,,,,,,,BSE,20 Jul 2023
509051,INDIAN INFOTECH & SOFTWARE LTD.,Dhanvarsha Advisory Services,Promoter,Equity Shares,42182233,4.19,Equity Shares,4500000,8598007.00,Disposal,Equity,37682233,3.74,19 Jul 2023,19 Jul 2023,20 Jul 2023,Market Sale,,,,,,,BSE,20 Jul 2023
532900,Paisalo Digital Ltd,EQUILIBRATED VENTURE CFLOW PRIVATE LIMITED,Promoter Group,Equity Shares,50554220,11.26,Equity Shares,200000,9800000.00,Pledge,Equity,50554220,11.26,19 Jul 2023,19 Jul 2023,20 Jul 2023,Creation Of Pledge,,,,,,,NA,20 Jul 2023
540204,Eiko Lifesciences Ltd,JAID ISMAIL KOJAR Revised ,KMP,Any other instrument,33333,0.60,Any other instrument,33333,199998.00,Disposal,-,0,0.00,17 Jul 2023,17 Jul 2023,17 Jul 2023,Market Sale,,,,,,,BSE,20 Jul 2023
540776,5paisa Capital Ltd,PRAKARSH SHARAD GAGDANI,KMP,Equity Shares,35705,0.12,Equity Shares,15665,6127444.00,Disposal,Equity,20040,0.07,19 Jul 2023,19 Jul 2023,20 Jul 2023,Market Sale,,,,,,,NSE,20 Jul 2023
540204,Eiko Lifesciences Ltd,UMESH RAVINDRANATH MORE,Director,Equity Shares,500000,6.01,Equity Shares,17611,994845.00,Disposal,Equity,482389,5.80,20 Jul 2023,20 Jul 2023,20 Jul 2023,Market Sale,,,,,,,BSE,20 Jul 2023
540204,Eiko Lifesciences Ltd,UMESH RAVINDRANATH MORE Revised ,Director,Any other instrument,333333,6.01,Any other instrument,333333,1999998.00,Disposal,-,0,0.00,17 Jul 2023,17 Jul 2023,17 Jul 2023,Market Sale,,,,,,,BSE,20 Jul 2023
531795,ATUL AUTO LTD.-$,MAHENDRA JAMNADAS PATEL,Promoter,Equity Shares,277848,1.07,Equity Shares,315488,105215248.00,Acquisition,Equity,593336,2.28,14 Jul 2023,14 Jul 2023,18 Jul 2023,Inheritance,,,,,,,NA,20 Jul 2023
540776,5paisa Capital Ltd,PRAKARSH SHARAD GAGDANI,KMP,Equity Shares,40040,0.13,Equity Shares,4335,1699590.00,Disposal,Equity,35705,0.12,18 Jul 2023,18 Jul 2023,19 Jul 2023,Market Sale,,,,,,,NSE,20 Jul 2023
540776,5paisa Capital Ltd,PRAKARSH SHARAD GAGDANI,KMP,Equity Shares,50040,0.16,Equity Shares,10000,3962732.00,Disposal,Equity,40040,0.13,17 Jul 2023,17 Jul 2023,19 Jul 2023,Market Sale,,,,,,,NSE,20 Jul 2023
532348,SUBEX LTD.,Subex Employee Welfare and ESOP Benefit Trust,Trust,Equity Shares,9685800,1.72,Equity Shares,195000,1170000.00,Disposal,Equity,9490800,1.69,17 Jul 2023,17 Jul 2023,18 Jul 2023,ESOP,,,,,,,NA,19 Jul 2023
500520,MAHINDRA & MAHINDRA LTD.,Rohit Raina,Designated Person,Derivative,,,Derivative,,,,-,,,29 May 2023,29 May 2023,19 Jul 2023,,Options,M&M OPT 29JUN 23 CE 1340,57820.00,2100.00,62545.00,2100.00,NSE,19 Jul 2023
532809,FIRSTSOURCE SOLUTIONS LTD.,Firstsource Employee Benefit Trust,Trust,Equity Shares,14389308,2.06,Equity Shares,76600,1198583.00,Disposal,Equity,14312708,2.05,19 Jul 2023,19 Jul 2023,19 Jul 2023,Off Market,,,,,,,NA,19 Jul 2023
531279,TRISHAKTI ELECTRONICS & INDUSTRIES LTD.,SHALINI JHANWAR,Promoter,Equity Shares,112021,3.77,Equity Shares,3761,0.00,Acquisition,Equity,115782,3.90,17 Jul 2023,17 Jul 2023,17 Jul 2023,Market Purchase,,,,,,,BSE,19 Jul 2023
532348,SUBEX LTD.,Shiva Shankar Naga Roddam,Designated Person,Equity Shares,1000000,0.18,Equity Shares,150000,900000.00,Acquisition,Equity,1150000,0.20,17 Jul 2023,17 Jul 2023,18 Jul 2023,ESOP,,,,,,,NA,19 Jul 2023
542216,Dalmia Bharat Ltd,Chandra Singhi,Immediate Relative,Equity Shares,425132,0.23,Equity Shares,100000,203000000.00,Pledge,Equity,325132,0.17,18 Jul 2023,18 Jul 2023,18 Jul 2023,Creation Of Pledge,,,,,,,NA,19 Jul 2023
512026,PH TRADING LTD.,VARIABLE PLAZA PRIVATE LIMITED,Promoter Group,Equity Shares,24000,5.00,Equity Shares,24000,1800000.00,Disposal,Equity,0,0.00,18 Jul 2023,18 Jul 2023,19 Jul 2023,Off Market,,,,,,,BSE,19 Jul 2023
519500,BKV INDUSTRIES LTD.,Bommidala Ramakrishna,Promoter & Director,Equity Shares,9866821,63.87,Equity Shares,158822,0.00,Acquisition,Equity,10025643,64.90,07 Jul 2023,07 Jul 2023,15 Jul 2023,Inter-se Transfer,,,,,,,NA,19 Jul 2023
532374,STERLITE TECHNOLOGIES LTD.,Anjali Byce,Designated Person,Equity Shares,17675,0.00,Equity Shares,27050,4007458.00,Acquisition,Equity,44725,0.00,17 Jul 2023,17 Jul 2023,18 Jul 2023,ESOP,,,,,,,NA,19 Jul 2023
507685,WIPRO LTD.,Satya Easwaran,Connected Person,Equity Shares,29461,0.00,Equity Shares,29461,12292971.00,Disposal,Equity,0,0.00,17 Jul 2023,17 Jul 2023,19 Jul 2023,Market Sale,,,,,,,NSE,19 Jul 2023
531652,THIRDWAVE FINANCIAL INTERMEDIARIES LTD.,VKA Enterprises P  Ltd,Promoter,Equity Shares,701890,31.79,Equity Shares,701890,9826460,Disposal,Equity,0,0.00,18 Jul 2023,18 Jul 2023,19 Jul 2023,Off Market,,,,,,,,19 Jul 2023
500085,CHAMBAL FERTILISERS & CHEMICALS LTD.,Zuari Industries Limited Formerly Zuari Global Limited ,Promoter,Equity Shares,59017307,14.18,Equity Shares,40000,10652000.00,Pledge,Equity,59017307,14.18,14 Jul 2023,14 Jul 2023,17 Jul 2023,Creation Of Pledge,,,,,,,NA,19 Jul 2023
531652,THIRDWAVE FINANCIAL INTERMEDIARIES LTD.,Prudent Management & Industrial Consultants Pvt Ltd,Promoter,Equity Shares,157000,7.11,Equity Shares,157000,2198000,Disposal,Equity,0,,18 Jul 2023,18 Jul 2023,19 Jul 2023,Off Market,,,,,,,,19 Jul 2023
500085,CHAMBAL FERTILISERS & CHEMICALS LTD.,Zuari Industries Limited Formerly Zuari Global Limited ,Promoter,Equity Shares,59017307,14.18,Equity Shares,50000,13315000.00,Pledge,Equity,59017307,14.18,14 Jul 2023,14 Jul 2023,17 Jul 2023,Creation Of Pledge,,,,,,,NA,19 Jul 2023
531652,THIRDWAVE FINANCIAL INTERMEDIARIES LTD.,Siddhant Agarwal,Promoter,Equity Shares,148910,6.75,Equity Shares,148910,2084740,Disposal,Equity,0,0.00,18 Jul 2023,18 Jul 2023,19 Jul 2023,Off Market,,,,,,,,19 Jul 2023
500085,CHAMBAL FERTILISERS & CHEMICALS LTD.,Zuari Industries Limited Formerly Zuari Global Limited ,Promoter,Equity Shares,59017307,14.18,Equity Shares,40000,10652000.00,Pledge,Equity,59017307,14.18,14 Jul 2023,14 Jul 2023,17 Jul 2023,Creation Of Pledge,,,,,,,NA,19 Jul 2023
512026,PH TRADING LTD.,AVISHEK HIMATSINGKA,Promoter & Director,Equity Shares,290950,60.61,Equity Shares,290950,21821250.00,Disposal,Equity,0,0.00,18 Jul 2023,18 Jul 2023,19 Jul 2023,Off Market,,,,,,,BSE,19 Jul 2023
500520,MAHINDRA & MAHINDRA LTD.,Venkataraman Srinivas,Designated Person,Equity Shares,6508,0.00,Equity Shares,6508,9277356.00,Disposal,Equity,0,0.00,30 Jun 2023,30 Jun 2023,19 Jul 2023,Market Sale,,,,,,,NSE,19 Jul 2023
532523,BIOCON LTD.,ARSHAD JAMIL,Designated Person,Equity Shares,35600,0.00,Equity Shares,5000,1319000.00,Acquisition,Equity,40600,0.00,17 Jul 2023,17 Jul 2023,17 Jul 2023,ESOP,,,,,,,NA,18 Jul 2023
523752,Trans India House Impex Ltd,Sunsource Capital Services India Limited,Promoter,Equity Shares,6196393,29.61,Equity Shares,4000000,40000000.00,Acquisition,Equity,10196393,36.25,17 Jul 2023,17 Jul 2023,18 Jul 2023,Preferential Offer,,,,,,,NA,18 Jul 2023
532937,KUANTUM PAPERS LTD.,KAPEDOME ENTERPRISES LIMITED,Promoter,Equity Shares,58037880,66.51,Equity Shares,2427000,461008650.00,Revoke,Equity,58037880,66.51,18 Jul 2023,18 Jul 2023,18 Jul 2023,Pledge Released,,,,,,,NA,18 Jul 2023
543910,AVG Logistics Ltd,Ankit Jain,Director,Warrants,0,0.00,Warrants,140000,31164000.00,Acquisition,Warrants,140000,0.00,15 Jul 2023,15 Jul 2023,18 Jul 2023,Allotment,,,,,,,NA,18 Jul 2023
532523,BIOCON LTD.,VEENA VASANTH,Designated Person,Equity Shares,50036,0.00,Equity Shares,40000,10552000.00,Acquisition,Equity,90036,0.01,17 Jul 2023,17 Jul 2023,17 Jul 2023,ESOP,,,,,,,NA,18 Jul 2023
532183,GAYATRI SUGARS LTD.,GAYATRI FIN-HOLDINGS PRIVATE LIMITED,Promoter Group,Equity Shares,7169450,16.40,Equity Shares,1710210,17102100.00,Acquisition,Equity,8879660,15.17,12 Jul 2023,12 Jul 2023,14 Jul 2023,Preferential Offer,,,,,,,NA,18 Jul 2023
517170,Edvenswa Enterprises Ltd,Y.Ramesh Reddy,Promoter & Director,Any other instrument,0,0.00,Any other instrument,0,0.00,Acquisition,-,0,0.00,04 Jul 2023,04 Jul 2023,04 Jul 2023,Conversion of security,,,,,,,NA,18 Jul 2023
532686,KERNEX MICROSYSTEMS (INDIA) LTD.,Enact Technologies Private Limited,Other,Equity Shares,80000,0.51,Equity Shares,20000,0.00,Disposal,Equity,60000,0.38,10 Jul 2023,14 Jul 2023,17 Jul 2023,Market Sale,,,,,,,NSE,18 Jul 2023
532221,SONATA SOFTWARE LTD.,Hemant Kumar Bhardwaj,Designated Person,Equity Shares,3333,0.00,Equity Shares,3000,1503930.00,Acquisition,Equity,6333,0.00,14 Jul 2023,14 Jul 2023,16 Jul 2023,ESOP,,,,,,,NSE,18 Jul 2023
532183,GAYATRI SUGARS LTD.,TSR HOLDINGS PRIVATE LIMITED,Promoter Group,Equity Shares,2895478,6.63,Equity Shares,9289790,92897900.00,Acquisition,Equity,12185268,20.82,12 Jul 2022,12 Jul 2023,14 Jul 2023,Preferential Offer,,,,,,,NA,18 Jul 2023
543910,AVG Logistics Ltd,sanjay Gupta,Promoter,Warrants,0,0.00,Warrants,850000,189210000.00,Acquisition,Warrants,850000,0.00,15 Jul 2023,15 Jul 2023,18 Jul 2023,Allotment,,,,,,,NA,18 Jul 2023
504918,SANDUR MANGANESE & IRON ORES LTD.,S Y GHORPADE,Promoter,Equity Shares,65887,0.24,Equity Shares,1900,2463561.00,Disposal,Equity,63987,0.24,14 Jul 2023,14 Jul 2023,17 Jul 2023,Market Sale,,,,,,,BSE,18 Jul 2023
504273,Modulex Construction Technologies Ltd,Redribbon Modulex Buildings Limited,Promoter,Equity Shares,10684526,20.83,Equity Shares,2461197,3329995.00,Acquisition,Equity,13145723,19.00,13 May 2023,13 May 2023,18 Jul 2023,Allotment,,,,,,,NA,18 Jul 2023
509051,INDIAN INFOTECH & SOFTWARE LTD.,Dhanvarsha Advisory Services,Promoter,Equity Shares,46682233,4.64,Equity Shares,4500000,9493526.00,Disposal,Equity,42182233,4.19,17 Jul 2023,17 Jul 2023,17 Jul 2023,Market Sale,,,,,,,BSE,18 Jul 2023
513262,STEEL STRIPS WHEELS LTD.-$,DHEERAJ GARG,Promoter & Director,Equity Shares,46402280,29.65,Equity Shares,1750000,350787500.00,Revoke,Equity,46402280,29.65,17 Jul 2023,17 Jul 2023,17 Jul 2023,Pledge Released,,,,,,,NA,17 Jul 2023
514142,T T LTD.-$,KALA DEVI JAIN,Promoter Group,Equity Shares,40333,0.19,Equity Shares,50,3813.00,Acquisition,Equity,40383,0.19,30 Jun 2023,30 Jun 2023,17 Jul 2023,Market Purchase,,,,,,,NSE,17 Jul 2023
526739,NARMADA GELATINES LTD.,ALFAMONT MAURITIUS  LIMITED,Promoter,Equity Shares,4537189,75.00,Equity Shares,4537189,45371890.00,Disposal,Equity,0,0.00,14 Jul 2023,14 Jul 2023,17 Jul 2023,Off Market,,,,,,,BSE,17 Jul 2023
540204,Eiko Lifesciences Ltd,JAID ISMAIL KOJAR,KMP,Any other instrument,33333,0.60,Any other instrument,33333,199998.00,Disposal,-,0,0.00,07 Jul 2023,07 Jul 2023,17 Jul 2023,Market Sale,,,,,,,BSE,17 Jul 2023
513262,STEEL STRIPS WHEELS LTD.-$,DHEERAJ GARG,Promoter & Director,Equity Shares,46402280,29.65,Equity Shares,4573530,916764089.00,Revoke,Equity,46402280,29.65,15 Jul 2023,15 Jul 2023,17 Jul 2023,Pledge Released,,,,,,,NA,17 Jul 2023
542910,Valencia Nutrition Ltd,DeepthiAnand,Other,Equity Shares,1879904,33.66,Equity Shares,939952,4502000.00,Disposal,Equity,939952,16.83,14 Jul 2023,17 Jul 2023,17 Jul 2023,Inter-se Transfer,,,,,,,NA,17 Jul 2023
526739,NARMADA GELATINES LTD.,PIONEER JELLICE INDIA PVT LTD,Promoter,Equity Shares,0,0.00,Equity Shares,2495454,24954540.00,Acquisition,Equity,2495454,41.25,14 Jul 2023,14 Jul 2023,16 Jul 2023,Off Market,,,,,,,BSE,17 Jul 2023
540691,Aditya Birla Capital Ltd,Subhro Bhaduri,Designated Person,Equity Shares,302362,0.00,Equity Shares,223000,42024350.00,Pledge,Equity,302362,0.00,12 Jul 2023,12 Jul 2023,14 Jul 2023,Creation Of Pledge,,,,,,,NA,17 Jul 2023
526739,NARMADA GELATINES LTD.,ASHOK MATCHES AND TIMBER INDUSTRIES PVT LTD,Promoter,Equity Shares,0,0.00,Equity Shares,2041735,20417350.00,Acquisition,Equity,2041735,33.75,14 Jul 2023,14 Jul 2023,16 Jul 2023,Off Market,,,,,,,BSE,17 Jul 2023
500209,INFOSYS LTD.,Jost Bescht,Designated Person,Any other instrument,883,0.00,Any other instrument,883,1164006.00,Disposal,-,0,0.00,11 Jul 2023,11 Jul 2023,13 Jul 2023,Market Sale,,,,,,,NA,17 Jul 2023
542910,Valencia Nutrition Ltd,ManishTurakhia,Director,Equity Shares,238329,4.27,Equity Shares,939952,4502000.00,Acquisition,Equity,1178281,21.10,14 Jul 2023,17 Jul 2023,17 Jul 2023,Inter-se Transfer,,,,,,,NA,17 Jul 2023
540204,Eiko Lifesciences Ltd,UMESH RAVINDRANATH MORE Revised ,Director,Any other instrument,333333,6.01,Any other instrument,333333,1999998.00,Disposal,-,0,0.00,07 Jul 2023,07 Jul 2023,17 Jul 2023,Market Sale,,,,,,,BSE,17 Jul 2023
540204,Eiko Lifesciences Ltd,UMESH RAVINDRANATH MORE,Director,Any other instrument,333333,6.01,Any other instrument,333333,1999998.00,Disposal,-,0,0.00,07 Jul 2023,07 Jul 2023,07 Jul 2023,Market Sale,,,,,,,BSE,17 Jul 2023
507685,WIPRO LTD.,Subha Tatavarti Revised ,Designated Person,Any other instrument,8834,0.00,Any other instrument,45871,17890020.00,Acquisition,-,54705,0.00,12 Jul 2023,12 Jul 2023,12 Jul 2023,ESOP,,,,,,,NA,15 Jul 2023
543539,Modis Navnirman Ltd,Nishi Modi,Promoter Group,Equity Shares,0,0.00,Equity Shares,80800,14078720.00,Acquisition,Equity,80800,0.47,13 Jul 2023,13 Jul 2023,14 Jul 2023,Market Purchase,,,,,,,BSE,15 Jul 2023
500368,Patanjali Foods Ltd,Patanjali Ayurved Limited,Promoter,Equity Shares,142500000,39.37,Equity Shares,25339640,29013798278.00,Disposal,Equity,117160360,32.37,13 Jul 2023,14 Jul 2023,15 Jul 2023,Others,,,,,,,NSE,15 Jul 2023
539083,Inox Wind Ltd,Inox Wind Energy Limited,Promoter,Equity Shares,178278448,54.70,Equity Shares,4000000,774000000.00,Pledge,Equity,178278448,54.70,12 Jul 2023,12 Jul 2023,14 Jul 2023,Creation Of Pledge,,,,,,,NA,15 Jul 2023
507685,WIPRO LTD.,Rajesh Mehta Revised ,Designated Person,Any other instrument,0,0.00,Any other instrument,33956,13243084.00,Acquisition,-,33956,0.00,12 Jul 2023,12 Jul 2023,12 Jul 2023,ESOP,,,,,,,NA,15 Jul 2023
509051,INDIAN INFOTECH & SOFTWARE LTD.,Dhanvarsha Advisory Services,Promoter,Equity Shares,51182233,5.08,Equity Shares,4500000,8996149.00,Disposal,Equity,46682233,0.05,14 Jul 2023,14 Jul 2023,14 Jul 2023,Market Sale,,,,,,,BSE,15 Jul 2023
507685,WIPRO LTD.,Doug Hanson Revised ,Designated Person,Any other instrument,0,0.00,Any other instrument,22790,8888264.00,Acquisition,-,22790,0.00,12 Jul 2023,12 Jul 2023,12 Jul 2023,ESOP,,,,,,,NA,15 Jul 2023
507685,WIPRO LTD.,Malay Joshi Revised ,Designated Person,Any other instrument,88665,0.00,Any other instrument,23032,8982646.00,Acquisition,-,111697,0.00,12 Jul 2023,12 Jul 2023,12 Jul 2023,ESOP,,,,,,,NA,15 Jul 2023
507685,WIPRO LTD.,Genine Mikucki Revised ,Designated Person,Any other instrument,0,0.00,Any other instrument,12235,4771738.00,Acquisition,-,12235,0.00,12 Jul 2023,12 Jul 2023,12 Jul 2023,ESOP,,,,,,,NA,15 Jul 2023
507685,WIPRO LTD.,Dinesh Chahlia Revised ,Designated Person,Any other instrument,0,0.00,Any other instrument,101244,39485889.00,Acquisition,-,101244,0.00,12 Jul 2023,12 Jul 2023,12 Jul 2023,ESOP,,,,,,,NA,15 Jul 2023
507685,WIPRO LTD.,Deepak Parameswaran Revised ,Designated Person,Any other instrument,0,0.00,Any other instrument,36705,14315214.00,Acquisition,-,36705,0.00,12 Jul 2023,12 Jul 2023,12 Jul 2023,ESOP,,,,,,,NA,15 Jul 2023
507685,WIPRO LTD.,Barath Narayanan S S Revised ,Designated Person,Any other instrument,0,0.00,Any other instrument,12030,4691787.00,Acquisition,-,12030,0.00,12 Jul 2023,12 Jul 2023,12 Jul 2023,ESOP,,,,,,,NA,15 Jul 2023
